P -695.0000, -1410.0000, 0.0000,  1, 1, 1,  2,  1400
P -695.0000, -1510.0000, 0.0000,  1, 1, 1,  2,  1500
P -695.0000, -1610.0000, 0.0000,  1, 1, 1,  2,  1600
P -695.0000, 90.0000, 0.0000,  1, 1, 1,  2,  -100
P 684.0000, -836.0000, -195.0000,  0, 255, 255,  3,  Safe_Hall
P 428.0000, -1567.0000, -108.0000,  255, 255, 255,  3,  Waterfall_(up)
P 200.0000, -1211.0000, -83.0000,  255, 255, 255,  3,  Upper_Guk_/_Succor
P 732.0000, -1069.0000, -251.0000,  0, 255, 255,  3,  Trap
P 764.0000, -1070.0000, -251.0000,  0, 255, 255,  3,  Trap
P 665.0000, -615.0000, -195.0000,  0, 255, 255,  3,  Up
P -15.0000, -1490.0000, -100.0000,  255, 255, 255,  3,  Upper_Guk
P 17.0000, -1648.0000, -103.0000,  255, 255, 255,  3,  Upper_Guk
P -635.0000, -1110.0000, -90.0000,  255, 255, 255,  3,  Upper_Guk
P -77.0000, 140.0000, -238.0000,  255, 255, 255,  3,  Innothule
P 1045.0000, -80.0000, 1.0000,  0, 255, 255,  3,  by_Orra_Waaargh
P 1045.0000, -30.0000, 1.0000,  0, 255, 255,  3,  Bristlebane
P 766.0000, -634.0000, -110.0000,  0, 255, 0,  3,  Assassin_/_Supplier_(up)
P 610.0000, -577.0000, 0.0000,  0, 255, 0,  3,  Cavalier_(bottom)
P 612.0000, -925.0000, 0.0000,  0, 255, 0,  3,  Slaves
P -23.0000, 105.0000, -233.0000,  0, 255, 0,  3,  King
P -106.0000, -657.0000, -210.0000,  0, 255, 0,  3,  Patriarch_(roams)
P 888.0000, -623.0000, -206.0000,  0, 255, 0,  3,  Executioner
P 748.0000, -1556.0000, -171.0000,  0, 255, 0,  3,  Ghoul_Lord
P 651.0000, -1140.0000, -195.0000,  0, 255, 0,  3,  Hand
P 23.0000, 76.0000, -224.0000,  0, 255, 0,  3,  Tactician
P 595.0000, -231.0000, -265.0000,  0, 255, 255,  3,  Crusader_(bottom)
P 432.0000, -211.0000, -251.0000,  0, 255, 255,  3,  yun_priest_(middle)
P 261.0000, -19.0000, -223.0000,  0, 255, 0,  3,  Herbalist
P 751.0000, -1074.0000, -252.0000,  0, 240, 0,  3,  a_spectral_shimmer
P 303.0000, -923.0000, -221.0000,  0, 255, 0,  3,  Mino_Elder
